Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-04 00:00:00-05:00,199.54475609930512,199.65201261344154,193.18741597565287,195.82980346679688,422300,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,195.10827259508878,197.26313317528857,195.10827259508878,196.8633575439453,231100,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,194.4647515252805,196.98039236397443,193.25567933732273,194.4355010986328,360300,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,195.93703211307053,199.047455702495,195.65427309500387,198.65744018554688,254100,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,199.85680257965345,200.8221113137204,198.2772199949457,200.7635955810547,292600,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,198.6086870069922,199.33021721017187,197.31186382364203,197.71163940429688,213800,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,197.59464291464727,198.15043071173582,195.3325258776857,197.07786560058594,316000,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,196.80486186241902,198.61846258490147,196.76586625552443,198.1309356689453,183600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,198.21868232368223,198.62821801630523,195.57629483253825,195.82980346679688,308600,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,195.73226159930206,196.561048217935,194.3379272390396,194.79620361328125,373600,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,196.21005874555217,197.25337338253797,195.11800332437315,196.89259338378906,280100,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,199.25222730100663,202.65515515365237,199.1157203796704,201.96287536621094,278300,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,203.39622316933037,203.9422509021651,202.3919189725508,203.53273010253906,400100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,203.1622018279995,204.12751040557603,202.75268103458086,203.41571044921875,187600,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,205.32678552155767,205.9898148172283,200.4807680184146,204.8295135498047,241900,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,205.2488264225763,205.8728602640799,204.44927515913773,205.3073272705078,204300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,204.0397575911519,204.0397575911519,198.35519201918103,200.16879272460938,277800,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,200.5490446197724,204.00074316562473,200.5490446197724,201.0853271484375,255600,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,199.75929152123305,200.18831762587394,195.44955498685857,196.73663330078125,345500,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,198.99871536545888,201.96288708379194,197.69214691712997,201.39735412597656,232700,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,203.30846536528762,205.54134693071396,203.30846536528762,204.72230529785156,402500,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,206.02884561268957,206.38961071337818,204.51750943267265,204.61502075195312,243000,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,205.56086436879707,206.92593383789062,204.87831475610895,206.92593383789062,274600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,207.4914452256147,208.17397988896695,206.5651471197695,207.72544860839844,185800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,208.7882648301102,208.83700561523438,207.48168149408454,208.83700561523438,235300,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,208.01794206749346,209.3537756847885,208.01794206749346,208.5444793701172,191400,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,209.58778761569647,209.67553887701217,206.57487528541606,208.0569610595703,194400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,208.92482763678626,209.28559286077234,207.6084987673148,208.8273162841797,146600,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,208.4177433109934,209.85107354296227,208.056978177144,209.8218231201172,187400,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,210.30934759387918,210.61161187857294,208.57375309364951,209.0905303955078,146900,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,207.44273871271994,208.74930750330535,206.62369692263445,208.71031188964844,195300,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,206.54564963637404,208.34949025169038,205.6973575856414,208.04722595214844,149700,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,208.5347734519275,208.5347734519275,206.06788826784526,206.3506622314453,159000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,203.78623776402586,204.16650813889058,201.81662498435088,202.02139282226562,273900,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,198.8232243224115,202.63568825871363,195.3910307737367,201.67037963867188,393200,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,200.43206382223116,203.36698538583607,198.79398052191837,203.22071838378906,195500,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,201.87510589429286,202.81116396667375,195.83953615657467,196.59031677246094,275000,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,198.5599424304773,200.13952472359506,195.68353688162307,197.1168670654297,218600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,200.28577986073986,202.7526644794254,199.50573394157493,202.51864624023438,260200,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,202.77218315092082,203.00618652747426,199.83726185943834,199.91526794433594,480900,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,199.3009709366958,199.91525953057402,194.7279815673828,194.7279815673828,370200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,194.5525072862937,196.5611159791217,189.50173512690225,191.87110900878906,597700,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,193.6359220633546,195.08875751765103,188.0293629596932,194.55247497558594,573700,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,194.49395544657946,196.0150367811216,190.1744599806874,190.21347045898438,339400,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,194.69872352765324,198.05291077144636,194.46472015222352,196.92185974121094,324500,0.0,0.0,0.0
