Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-04 00:00:00-05:00,52.07578577433299,52.19491286800918,51.26741917956905,51.49716567993164,5743200,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,51.752430075191974,52.322542389935265,51.71839284082565,52.2459602355957,3252800,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,52.211920001742726,52.86712211879224,52.1183192355972,52.526756286621094,6495100,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,52.5863258491301,52.78203508897646,52.467198768003584,52.74800109863281,5080900,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,53.258547415558276,53.42021942138672,52.84159937972658,53.42021942138672,4834000,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,52.5607944376773,52.86712304279145,52.50123090290169,52.713958740234375,3719200,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,52.80756122093166,53.05432305330519,52.64588598189428,52.98625183105469,3870100,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,53.02029322511268,53.14792799408502,52.867128905570226,52.977745056152344,2892300,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,53.30109455078189,53.62444182182856,53.25004193943799,53.44575119018555,2726000,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,52.807558133976556,52.901155653353435,52.39061015542692,52.62886428833008,2807400,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,53.275563998432226,53.29258261618018,52.98625398865596,53.156436920166016,3397200,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,53.530837660417994,53.769091820901394,53.39469196214612,53.73505783081055,2870500,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,53.77760098559672,53.84567220951087,53.496798666281215,53.80312728881836,3200000,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,53.2415199464036,53.505303618770334,53.207482715265506,53.43722915649414,2937700,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,53.37767114084391,53.513816833496094,52.89265190789743,53.513816833496094,4139700,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,53.4882986277649,53.52233586757298,53.224514888207054,53.41171646118164,3019600,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,52.467197885796935,52.66290712235254,52.01621587312398,52.16938018798828,4934000,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,52.262976059597634,52.807562076268944,52.20341252192519,52.53527069091797,4382400,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,51.803481559767086,51.965153540424375,51.097223613064564,51.31846237182617,6362300,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,52.10130361252349,52.29701284117586,51.88006808108103,52.2459602355957,3365000,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,52.730979861553784,52.93519677735109,52.543778317098464,52.875633239746094,3736100,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,53.037304667358484,53.122394501827074,52.81606590418956,53.07133865356445,3723300,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,52.93520063307131,53.12240219116211,52.80756586289361,53.12240219116211,3329600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,53.37767329997192,53.4968003801151,53.156437757701646,53.4882926940918,2554400,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,53.75207399489384,53.90523831345272,53.658476463303,53.82014846801758,3643500,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,53.82866206911021,54.228591527734395,53.81164669492908,54.1860466003418,2899400,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,54.45833540762501,54.48386171363702,53.87120764756065,54.11796951293945,2785000,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,54.49236428633472,54.59447598665675,54.27963644628435,54.52640151977539,2938400,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,54.390258414829454,54.79018783569336,54.33920580516655,54.79018783569336,2658600,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,55.16459098859386,55.28371807251304,54.926336820755495,55.03695297241211,3305100,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,54.77317212062113,54.8582619668403,54.483858853148995,54.79869842529297,3429700,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,54.26262453383783,54.398770238452414,53.93927726813958,54.33920669555664,2784700,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,54.64552307128906,54.85825088985251,54.52639601224856,54.64552307128906,3521300,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,54.100947024224986,54.441309628176334,54.015853938760166,54.06690979003906,3813800,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,53.94779116043183,54.322191057171324,53.369171072580905,54.20306396484375,3766700,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,53.75208119356434,54.27964869301844,53.52233793092752,54.22008514404297,3007300,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,54.322189347847186,54.42429781720501,53.11389335089576,53.24153137207031,4031300,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,53.01177381873476,53.045811050074185,52.331045421791444,52.50122833251953,5522100,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,53.26704881039927,53.6669781805971,53.215996207204086,53.649959564208984,3213800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,53.4967926880013,53.62443068178466,53.2415199464036,53.43722915649414,3467600,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,53.488289674628525,53.57337951393612,53.1564347569719,53.18196105957031,3959200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,53.17344904461251,53.38617687153036,52.169373441882726,52.50122833251953,5665500,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,52.91817690662575,52.95221414044222,52.033231549182574,52.89265060424805,3908900,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,52.509744400299326,52.76501718416002,52.27999792103384,52.339561462402344,3992300,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,52.95221709415882,53.318109263172396,52.8756349367846,53.147926330566406,2929700,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,53.428729163760266,53.428729163760266,53.003273451188775,53.29258346557617,4938200,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,53.811638613327055,54.092437688722825,53.63294475156312,54.0413818359375,4519200,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,53.52232702604679,53.87970824708512,53.43723394058339,53.87120056152344,2853700,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,53.828654838018146,53.98181915283203,53.522329454359834,53.98181915283203,2911200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,54.10094742301804,54.20305588035918,53.97330941686461,54.10945510864258,3287100,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,53.803124347681816,54.458326477632134,53.70952357969332,54.3306884765625,3224200,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,54.049893177779595,54.313676883550905,53.692508697509766,53.692508697509766,2806400,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,53.76058866140961,54.032880080879764,53.49680492868612,53.964805603027344,3554600,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,53.88376336110079,54.088483861712255,53.78140473775604,53.960533142089844,3212900,0.155,0.0,0.0
2021-03-23 00:00:00-04:00,53.48286621834074,53.57669632768335,53.06489661870251,53.141666412353516,2864000,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,52.996650346738996,53.06488834494342,52.570152282714844,52.570152282714844,4323600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,52.553093428402256,52.96253119075959,52.42514270407468,52.91135025024414,5343800,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,53.15019484610541,53.781410217285156,53.09048537191063,53.781410217285156,2877800,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,53.448736125145295,53.60227568526681,53.21842678496302,53.48285675048828,3824000,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,53.320788225798154,53.55109757815541,53.218429598280075,53.49991989135742,3557200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,53.40608697042752,53.67051368203086,53.38049812838125,53.48285675048828,3399600,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,53.96053515062123,54.23349691290409,53.875236836979276,54.20790481567383,3184600,0.0,0.0,0.0
