Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,13.067502211124319,13.614214972587265,12.926149380434182,13.076725959777832,560640000,0.0,0.0
2021-01-05 00:00:00-05:00,13.063014829846537,13.405800875139692,13.050300910946934,13.367159843444824,322760000,0.0,0.0
2021-01-06 00:00:00-05:00,13.185420201840708,13.207857143489328,12.55070572206963,12.57912540435791,580424000,0.0,0.0
2021-01-07 00:00:00-05:00,12.93113434405788,13.34023452196622,12.850362120145352,13.306578636169434,461480000,0.0,0.0
2021-01-08 00:00:00-05:00,13.325025399080976,13.38336067542421,13.005423860381017,13.23951530456543,292528000,0.0,0.0
2021-01-11 00:00:00-05:00,13.381118027153345,13.921847963012926,13.325026156059941,13.58329963684082,518344000,0.0,0.0
2021-01-12 00:00:00-05:00,13.7139336394329,13.71592883730901,13.307577070665623,13.446934700012207,291476000,0.0,0.0
2021-01-13 00:00:00-05:00,13.452170148278045,13.586791799856059,13.347465053272895,13.493803024291992,210028000,0.0,0.0
2021-01-14 00:00:00-05:00,13.536932045657988,13.561612396886156,13.143538544960627,13.163232803344727,283120000,0.0,0.0
2021-01-15 00:00:00-05:00,13.190904052844246,13.287881316844615,12.812468857865895,12.823437690734863,277780000,0.0,0.0
2021-01-19 00:00:00-05:00,12.979747264530975,13.057279430107188,12.807980522839523,12.988722801208496,226188000,0.0,0.0
2021-01-20 00:00:00-05:00,13.074981565628885,13.392838104481921,13.02013644379151,13.328269958496094,258572000,0.0,0.0
2021-01-21 00:00:00-05:00,13.380868311151506,13.959990085566904,13.215832761074779,13.828609466552734,337780000,0.0,0.0
2021-01-22 00:00:00-05:00,13.701470507641192,13.802935556370324,13.589036624292714,13.674047470092773,246820000,0.0,0.0
2021-01-25 00:00:00-05:00,13.743103178778743,13.789722151701353,13.199382220355169,13.61496353149414,251112000,0.0,0.0
2021-01-26 00:00:00-05:00,13.542415511367036,13.606485325863583,13.34995690590269,13.397573471069336,163980000,0.0,0.0
2021-01-27 00:00:00-05:00,13.192897604485092,13.195640288057769,12.757871281264219,12.881524085998535,371272000,0.0,0.0
2021-01-28 00:00:00-05:00,12.959807377370314,13.302344306224285,12.92415723591021,13.014403343200684,228316000,0.0,0.0
2021-01-29 00:00:00-05:00,13.038336122658164,13.297358121285031,12.875294761380086,12.953325271606445,271552000,0.0,0.0
2021-02-01 00:00:00-05:00,13.016644788412517,13.233534581974757,12.866566542246508,13.19987964630127,217204000,0.0,0.0
2021-02-02 00:00:00-05:00,13.361176112515281,13.533939513350386,13.248242969774687,13.518733024597168,220440000,0.0,0.0
2021-02-03 00:00:00-05:00,13.597759985933012,13.89268122482267,13.478595893291107,13.49255657196045,245408000,0.0,0.0
2021-02-04 00:00:00-05:00,13.49305800983002,13.63515835107957,13.300350196724958,13.625934600830078,201340000,0.0,0.0
2021-02-05 00:00:00-05:00,13.686511005543283,13.698726599293336,13.507762965833473,13.552886009216309,169152000,0.0,0.0
2021-02-08 00:00:00-05:00,13.688753373760923,14.43315990300418,13.688753373760923,14.398258209228516,434624000,0.0,0.0
2021-02-09 00:00:00-05:00,14.300533397758027,14.542353649548263,14.182615117513894,14.223251342773438,287560000,0.0,0.0
2021-02-10 00:00:00-05:00,14.422690490908412,14.863201253824297,14.301282039333971,14.722846031188965,485352000,0.0,0.0
2021-02-11 00:00:00-05:00,14.938241392149193,15.229422356874197,14.883146161796272,15.207982063293457,450828000,0.0,0.0
2021-02-12 00:00:00-05:00,15.007796320212169,15.248369834422629,14.733566916671759,14.919295310974121,374756000,0.0,0.0
