Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,87.3400758073068,87.46363865106508,84.71689827186873,85.6592788696289,37324000,0.0,0.0
2021-01-05 00:00:00-05:00,85.60768289448738,86.68652953356218,85.20125359457019,86.3500747680664,20360000,0.0,0.0
2021-01-06 00:00:00-05:00,84.37547823924433,86.54459001427169,84.16903787338767,85.49799346923828,46588000,0.0,0.0
2021-01-07 00:00:00-05:00,85.69053939531456,88.22439556368579,85.69053939531456,88.05170440673828,41936000,0.0,0.0
2021-01-08 00:00:00-05:00,88.191641679299,89.29331822175078,87.4006138422846,89.21739196777344,35484000,0.0,0.0
2021-01-11 00:00:00-05:00,88.18468618909493,88.54993029849837,86.95001949954259,87.15596008300781,34796000,0.0,0.0
2021-01-12 00:00:00-05:00,86.6135656079174,87.73211302288776,85.17543429898133,86.22003936767578,29528000,0.0,0.0
2021-01-13 00:00:00-05:00,85.71834159853628,87.16094827201765,85.71834159853628,86.7073745727539,23432000,0.0,0.0
2021-01-14 00:00:00-05:00,86.78774122369757,87.71474267361609,85.65629090717172,85.89697265625,29212000,0.0,0.0
2021-01-15 00:00:00-05:00,85.80270536196944,86.72573164848349,84.9437018754626,85.73323059082031,31444000,0.0,0.0
2021-01-19 00:00:00-05:00,86.49644561395698,89.51563284416662,85.9917598088615,88.55439758300781,41660000,0.0,0.0
2021-01-20 00:00:00-05:00,90.63369841737502,94.273699131295,90.29327584791857,93.29856872558594,64152000,0.0,0.0
2021-01-21 00:00:00-05:00,93.97247397752348,95.87955813281762,93.26580772759824,93.50102996826172,58634000,0.0,0.0
2021-01-22 00:00:00-05:00,93.86379288072814,94.50544439835653,93.12140106015978,93.91838073730469,32744000,0.0,0.0
2021-01-25 00:00:00-05:00,94.91982096292158,95.37041878796863,92.26090988552441,94.00373840332031,50586000,0.0,0.0
2021-01-26 00:00:00-05:00,93.59234042721772,95.06918077277226,93.10304122733542,94.6821060180664,31462000,0.0,0.0
2021-01-27 00:00:00-05:00,93.0424981499985,93.31841329790922,89.19010540093252,90.26498413085938,82512000,0.0,0.0
