date,ticker,close,sma_200,drawdown_6m,zscore,buy_score,tier,trend_score,drawdown_score,zscore_score,suggested_buy_usd
2021-11-16,VTI,228.4307556152344,206.87498207092284,0.0,1.285824436168004,25,WAIT,1.0,0.0,0.0,0.0
2021-11-17,VTI,227.48992919921875,207.0785026550293,-0.004118650369481669,1.0601158845690968,26,WAIT,1.0,0.03432208641234724,0.0,0.0
2021-11-18,VTI,227.84744262695312,207.27197525024414,-0.00255356590101119,1.0600988355494891,25,WAIT,1.0,0.021279715841759916,0.0,0.0
2021-11-19,VTI,227.19825744628903,207.4568900299072,-0.005395500118300034,0.8846727197073374,27,WAIT,1.0,0.04496250098583362,0.0,0.0
2021-11-22,VTI,226.1068878173828,207.6278205871582,-0.010173182641683653,0.6264999660538173,28,WAIT,1.0,0.08477652201403045,0.0,0.0
2021-11-23,VTI,226.18209838867188,207.79875450134278,-0.009843933757983647,0.6035038823674697,28,WAIT,1.0,0.0820327813165304,0.0,0.0
2021-11-24,VTI,226.94422912597656,207.9739185333252,-0.006507558429486249,0.7654634087766663,27,WAIT,1.0,0.05422965357905207,0.0,0.0
2021-11-26,VTI,222.0329437255859,208.12224281311035,-0.028007664171215585,-0.6887790853534701,43,DCA_ONLY,1.0,0.23339720142679654,0.275511634141388,200.0
2021-11-29,VTI,224.1216278076172,208.27602485656737,-0.018864043924433083,-0.14851083891336528,33,WAIT,1.0,0.15720036603694237,0.05940433556534611,0.0
2021-11-30,VTI,219.6431579589844,208.40913871765136,-0.03846941552411487,-1.6879839083353432,59,BUY,1.0,0.32057846270095725,0.6751935633341373,300.0
2021-12-01,VTI,216.54774475097656,208.52877891540527,-0.052020188053282235,-2.523229803991614,74,BUY,1.0,0.4335015671106853,1.0,300.0
2021-12-02,VTI,220.06651306152344,208.67155799865722,-0.03661609633599239,-1.404468152410609,55,BUY,1.0,0.3051341361332699,0.5617872609642436,300.0
2021-12-03,VTI,217.5168304443359,208.7993985748291,-0.04777782720852952,-2.052995133697492,67,BUY,1.0,0.39814856007107935,0.8211980534789968,300.0
2021-12-06,VTI,220.31114196777344,208.9503436279297,-0.035545185785479494,-1.2171212234734627,52,DCA_ONLY,1.0,0.29620988154566247,0.4868484893893851,200.0
2021-12-07,VTI,225.02488708496097,209.1249971008301,-0.014909851001019492,0.1521821861974877,30,WAIT,1.0,0.12424875834182911,0.0,0.0
2021-12-08,VTI,225.9939727783203,209.29382553100587,-0.010667490156266779,0.40404771565535974,29,WAIT,1.0,0.08889575130222316,0.0,0.0
2021-12-09,VTI,223.83938598632812,209.476996383667,-0.020099612315952364,-0.2923471147171782,36,DCA_ONLY,1.0,0.16749676929960305,0.11693884588687128,200.0
2021-12-10,VTI,225.3635711669922,209.67151580810548,-0.013427195650521528,0.1552021720126761,30,WAIT,1.0,0.11189329708767941,0.0,0.0
2021-12-13,VTI,223.3125,209.83182960510254,-0.02240615805629742,-0.49438926614613715,39,DCA_ONLY,1.0,0.1867179838024785,0.19775570645845486,200.0
2021-12-14,VTI,221.6378173828125,209.99276321411133,-0.02973740648069223,-0.9812550446678192,47,DCA_ONLY,1.0,0.24781172067243526,0.3925020178671277,200.0
2021-12-15,VTI,225.05307006835935,210.1844253540039,-0.014786474517312298,0.07356080861168904,30,WAIT,1.0,0.12322062097760249,0.0,0.0
2021-12-16,VTI,222.5316162109375,210.3782514190674,-0.025824628511203374,-0.6662055442881614,42,DCA_ONLY,1.0,0.21520523759336146,0.26648221771526454,200.0
2021-12-17,VTI,221.5154571533203,210.55040840148925,-0.030273062150887098,-0.9175322653453107,47,DCA_ONLY,1.0,0.25227551792405917,0.3670129061381243,200.0
2021-12-20,VTI,218.40126037597656,210.7115608215332,-0.043906063403088225,-1.71789846282361,62,BUY,1.0,0.3658838616924019,0.687159385129444,300.0
2021-12-21,VTI,222.68214416503903,210.87967308044435,-0.02516566315561397,-0.3988575663147763,39,DCA_ONLY,1.0,0.20971385963011643,0.15954302652591051,200.0
2021-12-22,VTI,224.88375854492188,211.05203666687012,-0.015527668595935684,0.30770832038642076,30,WAIT,1.0,0.12939723829946403,0.0,0.0
2021-12-23,VTI,226.4361572265625,211.219720993042,-0.008731741850171781,0.7766180548537308,28,WAIT,1.0,0.07276451541809818,0.0,0.0
2021-12-27,VTI,229.4095001220703,211.40036163330078,0.0,1.5939795560714058,25,WAIT,1.0,0.0,0.0,0.0
2021-12-28,VTI,228.9374084472656,211.57188537597656,-0.0020578558191945984,1.4136497436619337,25,WAIT,1.0,0.01714879849328832,0.0,0.0
2021-12-29,VTI,229.06961059570312,211.74798446655274,-0.0014815843554270014,1.4099448389913305,25,WAIT,1.0,0.012346536295225013,0.0,0.0
2021-12-30,VTI,228.70135498046875,211.91856101989745,-0.0030868169854550986,1.2975607545035235,26,WAIT,1.0,0.02572347487879249,0.0,0.0
2021-12-31,VTI,227.97430419921875,212.1032088470459,-0.006256043982868609,1.0801478417887105,27,WAIT,1.0,0.05213369985723841,0.0,0.0
2022-01-03,VTI,229.41897583007812,212.29386856079103,0.0,1.449150994178775,25,WAIT,1.0,0.0,0.0,0.0
2022-01-04,VTI,228.98464965820312,212.47718452453614,-0.001893157138826651,1.2885361010438965,25,WAIT,1.0,0.015776309490222094,0.0,0.0
2022-01-05,VTI,224.01800537109375,212.64661727905275,-0.023541951747638623,-0.055249076365477635,34,WAIT,1.0,0.19618293123032188,0.022099630546191053,0.0
2022-01-06,VTI,223.9613037109375,212.82364151000976,-0.023789105061574833,-0.050729961392933065,34,WAIT,1.0,0.1982425421797903,0.020291984557173227,0.0
2022-01-07,VTI,222.9415740966797,212.98859161376953,-0.02823394058822759,-0.2988239552262452,39,DCA_ONLY,1.0,0.23528283823522994,0.11952958209049809,200.0
2022-01-10,VTI,222.5543975830078,213.13608451843263,-0.029921580035971562,-0.4128276774904198,41,DCA_ONLY,1.0,0.24934650029976302,0.16513107099616792,200.0
2022-01-11,VTI,224.77337646484375,213.29920707702638,-0.020249412013220724,0.20239855815298965,32,WAIT,1.0,0.1687451001101727,0.0,0.0
