date,ticker,close,sma_200,drawdown_6m,zscore,buy_score,tier,trend_score,drawdown_score,zscore_score,suggested_buy_usd
2021-11-16,VEA,45.42191696166992,44.0495782661438,-0.014007422840221828,0.6161590921777914,30,WAIT,1.0,0.11672852366851524,0.0,0.0
2021-11-17,VEA,45.30939483642578,44.071003894805905,-0.01644998774452977,0.4067806484933741,31,WAIT,1.0,0.13708323120441476,0.0,0.0
2021-11-18,VEA,45.34402084350586,44.092517642974855,-0.01569834650520363,0.40503997323400087,30,WAIT,1.0,0.13081955421003028,0.0,0.0
2021-11-19,VEA,44.9978141784668,44.11076795578003,-0.023213599597225576,-0.24750144171364544,36,DCA_ONLY,1.0,0.19344666331021315,0.09900057668545817,200.0
2021-11-22,VEA,44.75546646118164,44.126487007141115,-0.02847434300742613,-0.8577239276674842,45,DCA_ONLY,1.0,0.2372861917285511,0.34308957106699367,200.0
2021-11-23,VEA,44.677581787109375,44.140624809265134,-0.030165018250713826,-1.3292615234112708,52,DCA_ONLY,1.0,0.2513751520892819,0.5317046093645084,200.0
2021-11-24,VEA,44.44388198852539,44.1540623664856,-0.03523803766735345,-2.1081510561900014,63,BUY,1.0,0.2936503138946121,0.8432604224760005,300.0
2021-11-26,VEA,43.232177734375,44.16007926940918,-0.061541009453273565,-3.8825491816730326,60,BUY,0.3,0.5128417454439465,1.0,300.0
2021-11-29,VEA,43.43989181518555,44.16615575790405,-0.05703207289686196,-2.8697721234368974,58,BUY,0.3,0.4752672741405164,1.0,300.0
2021-11-30,VEA,43.01579666137695,44.16883478164673,-0.06623808403940301,-2.9465929642369364,62,BUY,0.3,0.5519840336616918,1.0,300.0
2021-12-01,VEA,42.79075622558594,44.17170820236206,-0.07112313104078749,-2.726280155181502,64,BUY,0.3,0.5926927586732291,1.0,300.0
2021-12-02,VEA,43.387969970703125,44.178929748535154,-0.05815916212330996,-1.8060543106129616,50,DCA_ONLY,0.3,0.48465968436091633,0.7224217242451847,200.0
2021-12-03,VEA,43.171592712402344,44.1840904045105,-0.062856153902208,-1.8649896710299079,53,DCA_ONLY,0.3,0.5238012825184001,0.7459958684119632,200.0
2021-12-06,VEA,43.587032318115234,44.191966724395755,-0.05383803236769058,-1.3150774984759233,43,DCA_ONLY,0.3,0.44865026973075484,0.5260309993903693,200.0
2021-12-07,VEA,44.52177810668945,44.20443162918091,-0.03354711400237165,-0.3020473091893122,41,DCA_ONLY,1.0,0.2795592833530971,0.12081892367572489,200.0
2021-12-08,VEA,44.58237075805664,44.21643335342407,-0.0322318039389744,-0.21540809735511118,39,DCA_ONLY,1.0,0.26859836615812005,0.08616323894204447,200.0
2021-12-09,VEA,44.19289016723633,44.23006319046021,-0.040686422263883415,-0.5981949985357229,29,WAIT,0.3,0.3390535188656951,0.23927799941428915,0.0
2021-12-10,VEA,44.25346755981445,44.24697540283203,-0.03937144342941179,-0.4944718672050391,45,DCA_ONLY,1.0,0.3280953619117649,0.19778874688201564,200.0
2021-12-13,VEA,43.803409576416016,44.25767879486084,-0.04914104058879254,-0.9159036919581119,36,DCA_ONLY,0.3,0.4095086715732712,0.36636147678324477,200.0
2021-12-14,VEA,43.57837677001953,44.26734216690063,-0.05402592197571432,-1.077217174115919,40,DCA_ONLY,0.3,0.450216016464286,0.43088686964636763,200.0
2021-12-15,VEA,44.114990234375,44.2809655380249,-0.04237742873609662,-0.4751872289399288,29,WAIT,0.3,0.3531452394674719,0.19007489157597152,0.0
2021-12-16,VEA,44.12364959716797,44.2967179107666,-0.04218945632084159,-0.4192243516954193,28,WAIT,0.3,0.3515788026736799,0.16768974067816772,0.0
2021-12-17,VEA,43.61298751831055,44.30825689315796,-0.05327461196531369,-0.9087978926765012,38,DCA_ONLY,0.3,0.44395509971094743,0.3635191570706005,200.0
2021-12-20,VEA,43.40117645263672,44.31975841522217,-0.057872483488238036,-1.0740522756043418,42,DCA_ONLY,0.3,0.482270695735317,0.4296209102417367,200.0
2021-12-21,VEA,43.94610595703125,44.33134550094604,-0.04604347048419044,-0.4132783276935138,29,WAIT,0.3,0.3836955873682537,0.16531133107740553,0.0
2021-12-22,VEA,44.39435958862305,44.344280014038084,-0.03631304114525713,0.17092177177707785,38,DCA_ONLY,1.0,0.3026086762104761,0.0,200.0
2021-12-23,VEA,44.66681671142578,44.35704446792602,-0.030398700257696087,0.5333258097221764,36,DCA_ONLY,1.0,0.25332250214746743,0.0,200.0
2021-12-27,VEA,45.00960540771485,44.371012134552004,-0.022957642444999316,0.9864004373363279,33,WAIT,1.0,0.19131368704166096,0.0,0.0
2021-12-28,VEA,45.00960540771485,44.384468994140626,-0.022957642444999316,1.048224367935583,33,WAIT,1.0,0.19131368704166096,0.0,0.0
2021-12-29,VEA,45.00082015991211,44.39754137039185,-0.023148347498890387,1.0952334822966687,33,WAIT,1.0,0.19290289582408657,0.0,0.0
2021-12-30,VEA,44.89534378051758,44.408979721069336,-0.02543796744682114,1.008247200979393,34,WAIT,1.0,0.21198306205684286,0.0,0.0
2021-12-31,VEA,44.87776947021485,44.42237329483032,-0.025819460361834357,1.031067331471541,34,WAIT,1.0,0.21516216968195298,0.0,0.0
2022-01-03,VEA,45.15023040771485,44.43640556335449,-0.01990503666704191,1.4536051541880612,32,WAIT,1.0,0.16587530555868257,0.0,0.0
2022-01-04,VEA,45.317230224609375,44.451183032989505,-0.016279901691254928,1.6450307658165522,31,WAIT,1.0,0.1356658474271244,0.0,0.0
